X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__NKB19;c__TSBW08,k__Bacteria;p__Acidobacteria;c__Sva0725,0.42821,-0.010035664,0.0,0.42821,2.0,-0.66200125
k__Bacteria;p__NKB19;c__TSBW08,k__Bacteria;p__Chloroflexi;c__P2-11E,0.42821,0.21800472,0.0,0.42821,2.0,-0.4584815
k__Bacteria;p__OP3;c__PBS-25,k__Bacteria;p__Firmicutes;c__Bacilli,0.42821,-0.1919615,0.0,0.42821,2.0,0.7875097
k__Bacteria;p__OctSpA1-106;c__,k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.42821,0.14040813,0.0,0.42821,2.0,0.53647166
k__Bacteria;p__OctSpA1-106;c__,k__Bacteria;p__Chlorobi;c__SJA-28,0.42821,0.38035002,0.0,0.42821,2.0,0.2187692
k__Bacteria;p__OctSpA1-106;c__,k__Bacteria;p__Chloroflexi;c__S085,0.42821,-0.004746318,0.0,0.42821,2.0,0.65799415
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,0.42821,0.40061554,0.0,0.42821,2.0,0.16611575
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__NKB19;c__TSBW08,0.42821,0.33811754,0.0,0.42821,2.0,0.30015406
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chloroflexi;c__,0.42821,0.25397044,0.0,0.42821,2.0,0.41742012
k__Bacteria;p__Proteobacteria;Other,k__Bacteria;p__Chlorobi;c__SJA-28,0.42821,0.29186606,0.0,0.42821,2.0,0.3692478
k__Bacteria;p__Proteobacteria;c__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,0.42821,0.17052746,0.0,0.42821,2.0,0.5076244
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__NKB19;c__TSBW08,0.42821,0.12942848,0.0,0.42821,2.0,-0.5466091
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Proteobacteria;c__,0.42821,0.32668218,0.0,0.42821,2.0,-0.3186343
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.42821,-0.24788359,0.0,0.42821,2.0,0.8222491
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Chlorobi;c__SJA-28,0.42821,0.38983434,0.0,0.42821,2.0,0.19589706
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Planctomycetes;c__BD7-11,0.42821,-0.1129432,0.0,0.42821,2.0,0.73563117
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.42821,0.28420824,0.0,0.42821,2.0,0.37947562
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__;c__,0.42821,0.1824663,0.0,0.42821,2.0,0.49572542
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,0.42821,0.40784845,0.0,0.42821,2.0,0.14269385
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Acidobacteria;c__TM1,0.42821,0.062146664,0.0,0.42821,2.0,0.60503167
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Actinobacteria;c__OPB41,0.42821,-0.045842767,0.0,0.42821,2.0,0.6885149
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Armatimonadetes;c__SJA-176,0.42821,0.41259706,0.0,0.42821,2.0,0.124951735
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Chlorobi;c__BSV26,0.42821,0.20774812,0.0,0.42821,2.0,-0.46953368
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Chloroflexi;c__SAR202,0.42821,0.22177516,0.0,0.42821,2.0,0.454351
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,0.42821,0.41422465,0.0,0.42821,2.0,0.118259594
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,0.42821,0.1845054,0.0,0.42821,2.0,0.49366444
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__OctSpA1-106;c__,0.42821,-0.022746235,0.0,0.42821,2.0,0.67153275
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.42821,0.40008736,0.0,0.42821,2.0,0.16769806
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Proteobacteria;Other,0.42821,0.34747955,0.0,0.42821,2.0,0.28413102
k__Bacteria;p__Verrucomicrobia;c__Verruco-5,k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.42821,0.40962452,0.0,0.42821,2.0,0.13632855
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__TM6;c__SBRH58,0.42821,0.04791677,0.0,0.42821,2.0,0.6166792
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__FBP;c__,0.42821,0.37007856,0.0,0.42821,2.0,0.2411046
k__Bacteria;p__WS2;c__SHA-109,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.42821,0.2747714,0.0,0.42821,2.0,-0.3917124
k__Bacteria;p__WS2;c__SHA-109,k__Bacteria;p__Chlorobi;c__OPB56,0.42821,0.25147069,0.0,0.42821,2.0,0.42040372
k__Bacteria;p__WS4;c__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.42821,-0.057880014,0.0,0.42821,2.0,0.69720155
k__Bacteria;p__WS4;c__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,0.42821,0.40624616,0.0,0.42821,2.0,0.14820199
k__Bacteria;p__WS4;c__,k__Bacteria;p__NKB19;c__TSBW08,0.42821,0.39519814,0.0,0.42821,2.0,0.18169162
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Acidobacteria;c__RB25,0.42821,0.4161514,0.0,0.42821,2.0,0.10981153
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Acidobacteria;c__S035,0.42821,0.4281342,0.0,0.42821,2.0,0.008706403
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.42821,0.39337784,0.0,0.42821,2.0,0.18663377
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.42821,0.070537984,0.0,0.42821,2.0,0.59805685
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.42821,0.28329185,0.0,0.42821,2.0,-0.38068116
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,0.42821,0.2933035,0.0,0.42821,2.0,0.3672962
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__NKB19;c__TSBW08,0.42821,0.32619104,0.0,0.42821,2.0,0.31940407
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__OD1;c__ABY1,0.42821,0.36974478,0.0,0.42821,2.0,-0.24179582
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__OD1;c__ZB2,0.42821,0.4245664,0.0,0.42821,2.0,-0.060362156
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.42821,0.42337707,0.0,0.42821,2.0,0.06951914
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__Proteobacteria;Other,0.42821,0.39992294,0.0,0.42821,2.0,-0.16818751
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__TM6;c__SBRH58,0.42821,0.41227475,0.0,0.42821,2.0,0.12623487
k__Bacteria;p__[Caldithrix];c__KSB1,k__Bacteria;p__WS4;c__,0.42821,0.3837446,0.0,0.42821,2.0,0.21086821
PD_Avg,k__Bacteria;p__FBP;c__,0.42821,0.179566,0.0,0.42821,2.0,0.49864215
PD_Avg,k__Bacteria;p__Planctomycetes;c__BD7-11,0.42821,0.26129314,0.0,0.42821,2.0,0.40855458
Temperature,k__Bacteria;p__FBP;c__,0.42821,0.20716517,0.0,0.42821,2.0,0.47015405
Temperature,k__Bacteria;p__Planctomycetes;c__BD7-11,0.42821,0.20748608,0.0,0.42821,2.0,0.46981263
NH4N.ppm,k__Bacteria;p__OP3;c__PBS-25,0.42821,0.42768988,0.0,0.42821,2.0,-0.022805654
SulfateSulfur_ppm,k__Bacteria;p__Acidobacteria;c__AT-s54,0.42821,0.24836722,0.0,0.42821,2.0,-0.42407873
SulfateSulfur_ppm,k__Bacteria;p__Bacteroidetes;c__,0.42821,0.3450421,0.0,0.42821,2.0,-0.2883884
K_ppm,k__Bacteria;p__GN04;c__MSB-5A5,0.42821,0.08418161,0.0,0.42821,2.0,0.5865393
K_ppm,k__Bacteria;p__OP3;c__PBS-25,0.42821,0.42752358,0.0,0.42821,2.0,0.026199505
Mg_ppm,k__Bacteria;p__Fibrobacteres;c__SBZC_2415,0.42821,0.38834158,0.0,0.42821,2.0,0.19967075
k__Bacteria;p__Bacteroidetes;c__,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.42574,-0.02740562,0.0,0.42574,2.0,0.6731609
k__Bacteria;p__Chloroflexi;Other,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.42574,-0.039112866,0.0,0.42574,2.0,0.6818012
k__Bacteria;p__Spirochaetes;c__[Brevinematae],k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,0.42574,0.3112407,0.0,0.42574,2.0,-0.33837745
k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.42574,0.36523753,0.0,0.42574,2.0,0.24597251
k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Planctomycetes;c__BD7-11,0.42574,0.37778932,0.0,0.42574,2.0,0.21897644
k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.42574,-0.01757738,0.0,0.42574,2.0,0.66582084
k__Bacteria;p__Bacteroidetes;c__,k__Bacteria;p__Acidobacteria;c__Holophagae,0.38617,0.38043058,0.0,0.38617,2.0,0.07575902
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__OS-K,0.38617,0.27248144,0.0,0.38617,2.0,0.33717734
k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.38617,-0.0824036,0.0,0.38617,2.0,0.68452436
k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Bacteroidetes;Other,0.38617,0.3210657,0.0,0.38617,2.0,0.25515547
k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.38617,-0.09942943,0.0,0.38617,2.0,0.69684964
k__Bacteria;p__GN04;c__,k__Bacteria;p__AD3;c__ABS-6,0.38617,0.3740014,0.0,0.38617,2.0,-0.11031127
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Actinobacteria;c__OPB41,0.38617,0.31096965,0.0,0.38617,2.0,0.27422684
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.38617,0.3687437,0.0,0.38617,2.0,0.13200878
k__Bacteria;p__Planctomycetes;c__C6,k__Bacteria;p__AD3;c__ABS-6,0.38617,0.3765126,0.0,0.38617,2.0,-0.09827221
k__Bacteria;p__Planctomycetes;c__ODP123,k__Bacteria;p__Firmicutes;c__Bacilli,0.38617,0.38490292,0.0,0.38617,2.0,0.035596073
k__Bacteria;p__Planctomycetes;c__OM190,k__Bacteria;p__Firmicutes;c__Bacilli,0.38617,0.112775475,0.0,0.38617,2.0,0.52287143
k__Bacteria;p__Planctomycetes;c__Planctomycetia,k__Bacteria;p__AD3;c__ABS-6,0.38617,0.38613904,0.0,0.38617,2.0,0.005564758
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38617,0.2624223,0.0,0.38617,2.0,-0.3517779
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38617,0.36428103,0.0,0.38617,2.0,0.14794925
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.38106,0.2524055,0.0,0.38106,2.0,0.35868442
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__DA052,0.38106,0.2171552,0.0,0.38106,2.0,0.4048516
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Actinobacteria;c__Rubrobacteria,0.38106,0.17584443,0.0,0.38106,2.0,0.45300725
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Actinobacteria;c__Thermoleophilia,0.38106,-0.56763524,0.0,0.38106,2.0,0.9740099
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.38106,0.30762705,0.0,0.38106,2.0,0.27098516
k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.38106,0.14039943,0.0,0.38106,2.0,0.49057168
k__Bacteria;p__Chlorobi;c__OPB56,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.18885863,0.0,0.38106,2.0,0.43840778
k__Bacteria;p__Chloroflexi;Other,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.13162173,0.0,0.38106,2.0,0.49943796
k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.0794996,0.0,0.38106,2.0,0.54914516
k__Bacteria;p__FBP;c__,k__Bacteria;p__AD3;c__ABS-6,0.38106,0.35965523,0.0,0.38106,2.0,-0.14630368
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.1724916,0.0,0.38106,2.0,0.4566929
k__Bacteria;p__GN02;c__BB34,k__Bacteria;p__Firmicutes;c__Bacilli,0.38106,0.20533821,0.0,0.38106,2.0,0.41919184
k__Bacteria;p__GOUTA4;c__,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.38106,0.2721623,0.0,0.38106,2.0,-0.32999653
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Firmicutes;c__Bacilli,0.38106,0.06286636,0.0,0.38106,2.0,0.56408656
k__Bacteria;p__OP11;c__OP11-3,k__Archaea;p__[Parvarchaeota];c__[Parvarchaea],0.38106,0.35788047,0.0,0.38106,2.0,-0.15224822
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Acidobacteria;c__RB25,0.38106,0.35299408,0.0,0.38106,2.0,0.16752887
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Acidobacteria;c__TM1,0.38106,0.37274095,0.0,0.38106,2.0,-0.09120881
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.38106,0.20238428,0.0,0.38106,2.0,0.42270052
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Chloroflexi;c__SAR202,0.38106,-0.29280347,0.0,0.38106,2.0,0.82089186
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,0.38106,0.077489674,0.0,0.38106,2.0,0.55097216
k__Bacteria;p__OP11;c__OP11-3,k__Bacteria;p__OD1;c__ABY1,0.38106,0.3759342,0.0,0.38106,2.0,-0.071594544
k__Bacteria;p__OP11;c__WCHB1-64,k__Bacteria;p__Firmicutes;c__Bacilli,0.38106,0.29628694,0.0,0.38106,2.0,0.29115814
k__Bacteria;p__OctSpA1-106;c__,k__Bacteria;p__AD3;c__ABS-6,0.38106,0.34320995,0.0,0.38106,2.0,0.19455087
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__OP11;c__OP11-3,0.38106,0.3581684,0.0,0.38106,2.0,0.1512997
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.36628014,0.0,0.38106,2.0,0.12157247
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__OP11;c__OP11-3,0.38106,-0.26591128,0.0,0.38106,2.0,0.80434525
k__Bacteria;p__SC4;c__,k__Bacteria;p__Bacteroidetes;c__,0.38106,0.29711702,0.0,0.38106,2.0,-0.28972915
k__Bacteria;p__TM7;c__SC3,k__Bacteria;p__AD3;c__ABS-6,0.38106,0.37753198,0.0,0.38106,2.0,-0.059397303
k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.10492042,0.0,0.38106,2.0,0.52548987
k__Bacteria;p__WS5;c__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae],0.38106,0.1019665,0.0,0.38106,2.0,0.528293
k__Bacteria;p__WWE1;c__[Cloacamonae],k__Bacteria;p__GN04;c__,0.38106,0.3668818,0.0,0.38106,2.0,0.11907228
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,k__Archaea;p__Crenarchaeota;c__MCG,0.38031,0.3498103,0.0,0.38031,2.0,-0.17464162
k__Bacteria;p__Acidobacteria;c__BPC102,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.22330023,0.0,0.38031,2.0,-0.3962446
k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.38031,0.28879845,0.0,0.38031,2.0,0.30250877
k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Bacteria;p__Acidobacteria;c__DA052,0.38031,0.28092992,0.0,0.38031,2.0,0.31524608
k__Bacteria;p__Actinobacteria;c__OPB41,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,-0.27014285,0.0,0.38031,2.0,0.8065066
k__Bacteria;p__Actinobacteria;c__Rubrobacteria,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.24590655,0.0,0.38031,2.0,0.36661077
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.32308477,0.0,0.38031,2.0,-0.23921792
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.3182845,0.0,0.38031,2.0,0.24904919
k__Bacteria;p__Bacteroidetes;c__At12OctB3,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.38031,0.21622327,0.0,0.38031,2.0,0.4050762
k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.19945739,0.0,0.38031,2.0,0.4252677
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Acidobacteria;c__EC1113,0.38031,0.21734495,0.0,0.38031,2.0,-0.4036893
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,0.38031,0.30045083,0.0,0.38031,2.0,0.28259364
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi],k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.38031,0.03621316,0.0,0.38031,2.0,0.5865977
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi],k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.38031,0.37594366,0.0,0.38031,2.0,0.06607829
k__Bacteria;p__Chlorobi;c__OPB56,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.2536009,0.0,0.38031,2.0,0.35596225
k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Archaea;p__Crenarchaeota;c__MCG,0.38031,0.34274983,0.0,0.38031,2.0,-0.19380443
k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.2920441,0.0,0.38031,2.0,0.29709575
k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.38031,0.19767888,0.0,0.38031,2.0,0.42735362
k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.38031,-0.103774816,0.0,0.38031,2.0,0.69576204
k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.38031,0.08205411,0.0,0.38031,2.0,0.5461281
k__Bacteria;p__Chloroflexi;c__Ellin6529,k__Bacteria;p__Chloroflexi;c__,0.38031,0.3710697,0.0,0.38031,2.0,-0.09612641
k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.38031,0.36368823,0.0,0.38031,2.0,-0.12892546
k__Bacteria;p__Chloroflexi;c__SAR202,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.18527244,0.0,0.38031,2.0,0.44163057
k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.18510714,0.0,0.38031,2.0,0.44181767
k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.38031,-0.14948213,0.0,0.38031,2.0,0.7278682
k__Bacteria;p__Cyanobacteria;c__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,-0.05304441,0.0,0.38031,2.0,0.6582966
k__Bacteria;p__Cyanobacteria;c__4C0d-2,k__Bacteria;p__Acidobacteria;c__TM1,0.38031,0.3156189,0.0,0.38031,2.0,-0.25434443
k__Bacteria;p__Cyanobacteria;c__4C0d-2,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.38031,0.34823263,0.0,0.38031,2.0,-0.17910153
k__Bacteria;p__FCPU426;c__,k__Bacteria;p__Chloroflexi;c__,0.38031,0.37630543,0.0,0.38031,2.0,-0.06328161
k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.3194901,0.0,0.38031,2.0,0.24661691
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.38031,0.32259426,0.0,0.38031,2.0,0.24024099
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.38031,0.35648897,0.0,0.38031,2.0,-0.15434061
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Acidobacteria;c__BPC102,0.38031,0.08889946,0.0,0.38031,2.0,-0.53982455
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Acidobacteria;c__Sva0725,0.38031,0.124412686,0.0,0.38031,2.0,-0.50586295
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.38031,0.06447634,0.0,0.38031,2.0,0.5619908
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,0.38031,-0.20067602,0.0,0.38031,2.0,0.7622244
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.38031,0.110624015,0.0,0.38031,2.0,0.519313
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Bacteroidetes;c__[Rhodothermi],0.38031,-0.08807325,0.0,0.38031,2.0,0.6843853
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__,0.38031,0.026777744,0.0,0.38031,2.0,0.5945858
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.38031,0.12362099,0.0,0.38031,2.0,0.50664485
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,0.38031,0.105465025,0.0,0.38031,2.0,0.5242566
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.05077657,0.0,0.38031,2.0,0.57405
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Chloroflexi;c__,0.38031,0.3340077,0.0,0.38031,2.0,-0.21517967
k__Bacteria;p__NKB19;c__TSBW08,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.28189576,0.0,0.38031,2.0,0.31371045
k__Bacteria;p__OD1;c__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.026724577,0.0,0.38031,2.0,0.5946305
k__Bacteria;p__OD1;c__,k__Bacteria;p__Chloroflexi;c__,0.38031,0.05207777,0.0,0.38031,2.0,0.57291555
k__Bacteria;p__OD1;c__ABY1,k__Bacteria;p__Cyanobacteria;c__4C0d-2,0.38031,0.2722334,0.0,0.38031,2.0,-0.32875007
k__Bacteria;p__OD1;c__ZB2,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.38031,0.13545828,0.0,0.38031,2.0,0.49482495
k__Bacteria;p__OP3;c__BD4-9,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.38031,0.25049692,0.0,0.38031,2.0,0.36029583
k__Bacteria;p__OctSpA1-106;c__,k__Bacteria;p__Cyanobacteria;c__4C0d-2,0.38031,0.28077012,0.0,0.38031,2.0,-0.3154994
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,k__Bacteria;p__GN02;c__GKS2-174,0.38031,0.0035338104,0.0,0.38031,2.0,0.61382097
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__GN02;c__GKS2-174,0.38031,0.0049639344,0.0,0.38031,2.0,0.6126549
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__GN02;c__GKS2-174,0.38031,0.15326834,0.0,0.38031,2.0,0.4764889
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__GN02;c__GKS2-174,0.38031,0.03563553,0.0,0.38031,2.0,0.58708984
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.38031,0.37461722,0.0,0.38031,2.0,0.07545055
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.38031,-0.43751657,0.0,0.38031,2.0,0.90433764
k__Bacteria;p__SBR1093;c__,k__Bacteria;p__Chloroflexi;c__,0.38031,0.06511414,0.0,0.38031,2.0,0.56142306
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.38031,-0.109984845,0.0,0.38031,2.0,0.7002106
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.38031,-0.30796123,0.0,0.38031,2.0,0.82962114
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Acidobacteria;c__S035,0.38031,-0.2540046,0.0,0.38031,2.0,0.7964387
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.38031,-0.14728367,0.0,0.38031,2.0,0.72635645
k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.38031,-0.11013752,0.0,0.38031,2.0,0.7003196
